Timestep	MeanReward	BestMeanReward	episodes	exploration	learning_rate
1050000	414.15	414.15	1934	0.098875	9.9375e-05
1060000	419.1	419.1	1950	0.09865	9.925e-05
1070000	422.7	423.7	1966	0.098425	9.912500000000001e-05
1080000	413.05	423.7	1982	0.09820000000000001	9.900000000000001e-05
1090000	409.85	423.7	1998	0.097975	9.8875e-05
1100000	404.5	423.7	2013	0.09775	9.875e-05
1110000	397.95	423.7	2028	0.097525	9.8625e-05
1120000	405.95	423.7	2043	0.09730000000000001	9.850000000000001e-05
1130000	412.9	423.7	2058	0.09707500000000001	9.8375e-05
1140000	410.7	423.7	2073	0.09685	9.825e-05
1150000	423.35	424.9	2088	0.096625	9.8125e-05
1160000	430.1	430.1	2103	0.0964	9.800000000000001e-05
1170000	432.25	436.0	2118	0.09617500000000001	9.787500000000001e-05
1180000	435.55	436.0	2132	0.09595000000000001	9.775e-05
1190000	434.1	436.6	2146	0.095725	9.7625e-05
1200000	444.25	444.25	2160	0.0955	9.75e-05
1210000	452.5	452.5	2175	0.095275	9.737500000000001e-05
1220000	468.15	468.15	2187	0.09505000000000001	9.725e-05
1230000	471.45	474.55	2201	0.094825	9.7125e-05
1240000	471.55	474.55	2217	0.0946	9.7e-05
1250000	468.3	474.55	2231	0.094375	9.687500000000001e-05
1260000	471.8	474.55	2247	0.09415000000000001	9.675000000000001e-05
1270000	465.45	474.55	2261	0.09392500000000001	9.6625e-05
1280000	466.9	474.55	2276	0.0937	9.65e-05
1290000	458.55	474.55	2289	0.093475	9.6375e-05
1300000	460.6	474.55	2304	0.09325	9.625000000000001e-05
1310000	465.65	474.55	2317	0.09302500000000001	9.6125e-05
1320000	467.4	474.55	2333	0.09280000000000001	9.6e-05
1330000	471.15	474.55	2347	0.092575	9.5875e-05
1340000	481.3	481.3	2360	0.09235	9.575000000000001e-05
1350000	492.25	492.3	2373	0.09212500000000001	9.562500000000001e-05
1360000	484.3	492.95	2386	0.09190000000000001	9.55e-05
1370000	484.95	492.95	2400	0.091675	9.5375e-05
1380000	482.25	492.95	2413	0.09145	9.525000000000001e-05
1390000	490.05	492.95	2429	0.091225	9.512500000000001e-05
1400000	489.35	492.95	2444	0.091	9.5e-05
1410000	487.85	492.95	2457	0.09077500000000001	9.4875e-05
1420000	472.65	492.95	2473	0.09055	9.475e-05
1430000	461.75	492.95	2487	0.090325	9.462500000000001e-05
1440000	465.55	492.95	2501	0.0901	9.45e-05
1450000	461.8	492.95	2516	0.08987500000000001	9.4375e-05
1460000	475.85	492.95	2528	0.08965000000000001	9.425e-05
